,GlobalRank,TldRank,Domain,TLD,RefSubNets,RefIPs,IDN_Domain,IDN_TLD,PrevGlobalRank,PrevTldRank,PrevRefSubNets,PrevRefIPs,GlobalRank_percentile
703926,703927,2939,888bet-aviator.top,top,291,311,888bet-aviator.top,top,703445,3005,291,311,70
705976,705977,2952,firstlinehealth.top,top,290,328,firstlinehealth.top,top,711509,3035,288,329,70
702578,702579,1241,ko-mens.tv,tv,291,336,ko-mens.tv,tv,682820,1202,297,340,70
703524,703525,344544,leon288euro.com,com,291,319,leon288euro.com,com,799768,388721,264,289,70
708898,708899,347134,gamecoop.com,com,289,327,gamecoop.com,com,696501,341274,293,325,70
706248,706249,345873,newenglandinnsandresorts.com,com,290,323,newenglandinnsandresorts.com,com,721675,353473,285,317,70
711477,711478,348405,muscularmustangs.com,com,288,337,muscularmustangs.com,com,689940,338073,295,338,71
716509,716510,350908,cleaneatingrecipes.com,com,286,933,cleaneatingrecipes.com,com,739034,361907,279,925,71
713224,713225,22639,xjrb.net,net,288,306,xjrb.net,net,712874,22548,288,305,71
712987,712988,349178,nationaltoolwarehouse.com,com,288,312,nationaltoolwarehouse.com,com,687794,336988,296,320,71
711479,711480,348407,rizeescorts.com,com,288,337,rizeescorts.com,com,701821,343852,291,341,71
719506,719507,86,blacksprut2.website,website,286,301,blacksprut2.website,website,719235,89,286,303,71
716520,716521,22768,qz-aoerheng.net,net,286,851,qz-aoerheng.net,net,725975,23064,283,844,71
711576,711577,348460,volitioncapital.com,com,288,335,volitioncapital.com,com,683275,334315,297,331,71
719684,719685,352481,game-gaga.com,com,285,828,game-gaga.com,com,703878,344881,290,829,71
716412,716413,350857,dubaexpress.com,com,287,296,dubaexpress.com,com,703633,344805,291,301,71
725730,725731,3532,unolist.in,in,284,302,unolist.in,in,757405,3674,275,295,72
728227,728228,356693,djxland.com,com,283,312,djxland.com,com,721735,353493,285,316,72
727517,727518,356350,nefcu.com,com,283,323,nefcu.com,com,699650,342805,292,323,72
725609,725610,355458,aberdeeninc.com,com,284,305,aberdeeninc.com,com,745814,364986,278,298,72
720877,720878,353028,communitypro.com,com,285,333,communitypro.com,com,720675,352956,285,335,72
725520,725521,355415,planetajoy.com,com,284,307,planetajoy.com,com,731519,358261,282,309,72
722136,722137,353671,ghostwriter-hilfe.com,com,285,312,ghostwriter-hilfe.com,com,712601,349026,288,312,72
721209,721210,56999,girlscoutsofcolorado.org,org,285,326,girlscoutsofcolorado.org,org,695947,54961,293,335,72
721154,721155,353166,shapeshifterlab.com,com,285,327,shapeshifterlab.com,com,701698,343788,291,344,72
723614,723615,57176,forestpathology.org,org,284,344,forestpathology.org,org,717378,56669,286,340,72
738970,738971,362064,epweike.com,com,280,289,epweike.com,com,750322,366759,277,289,73
739939,739940,3579,infoplay.info,info,279,336,infoplay.info,info,743488,3591,278,333,73
735992,735993,360630,personalfinancelab.com,com,280,381,personalfinancelab.com,com,742831,363784,278,369,73
735355,735356,360246,arcadecabin.com,com,281,300,arcadecabin.com,com,738604,361676,280,301,73
731598,731599,358387,rescue-essentials.com,com,282,309,rescue-essentials.com,com,744286,364405,278,315,73
730911,730912,1153,pipermar.biz,biz,282,318,pipermar.biz,biz,731273,1140,282,312,73
734361,734362,359743,ilogmaria.com,com,281,315,ilogmaria.com,com,730873,357934,282,318,73
733133,733134,359159,elportalsedona.com,com,281,341,elportalsedona.com,com,726747,355960,283,341,73
737666,737667,361384,pasqualebruni.com,com,280,315,pasqualebruni.com,com,752223,367618,276,313,73
733757,733758,58016,teatown.org,org,281,326,teatown.org,org,705441,55709,290,330,73
747126,747127,366108,vidaenelvalle.com,com,277,321,vidaenelvalle.com,com,747609,365827,277,322,74
749032,749033,367071,desertkarts.com,com,276,1839,desertkarts.com,com,764826,373352,272,1778,74
749806,749807,367477,californiahenrygunsshop.com,com,276,338,californiahenrygunsshop.com,com,747027,365556,277,337,74
745054,745055,365094,tacklehouse.com,com,278,303,tacklehouse.com,com,757017,369611,275,301,74
742430,742431,363842,coemindia.com,com,278,566,coemindia.com,com,874597,425640,246,425,74
746436,746437,59047,gerberhart.org,org,277,339,gerberhart.org,org,743349,58695,278,337,74
747984,747985,672,aquaelevation.site,site,277,308,aquaelevation.site,site,763334,673,273,308,74
740809,740810,362941,dberke.com,com,279,316,dberke.com,com,730605,357797,282,323,74
742416,742417,23841,mrm8.net,net,278,600,mrm8.net,net,742591,23732,278,625,74
740408,740409,346,slot88.click,click,279,323,slot88.click,click,755704,342,275,321,74
752133,752134,265,tordarkmarketweb.link,link,276,297,tordarkmarketweb.link,link,738720,264,280,299,75
751041,751042,368059,l-nutra.com,com,276,311,l-nutra.com,com,740939,362809,279,314,75
755267,755268,3406,architecturenotes.co,co,275,300,architecturenotes.co,co,757203,3386,275,298,75
757437,757438,371060,landlord.com,com,274,317,landlord.com,com,748012,366018,277,314,75
755517,755518,181,buyclindamycin.quest,quest,275,297,buyclindamycin.quest,quest,770914,187,271,297,75
758667,758668,371671,stitchinheaven.com,com,274,300,stitchinheaven.com,com,760688,371371,274,299,75
752372,752373,368717,royalreelscasinoau.com,com,276,290,royalreelscasinoau.com,com,757578,369875,275,291,75
752790,752791,368971,lyxiangduilun.com,com,275,425,lyxiangduilun.com,com,739251,362071,279,446,75
751300,751301,59471,archway.org,org,276,308,archway.org,org,777705,61444,269,301,75
758205,758206,371437,mindpicnic.com,com,274,305,mindpicnic.com,com,767177,374482,272,302,75
766502,766503,60736,helma.org,org,272,281,helma.org,org,750312,59199,277,290,76
764269,764270,60580,badea.org,org,272,319,badea.org,org,766221,60484,272,317,76
767422,767423,375751,flyri.com,com,271,329,flyri.com,com,755420,368855,275,328,76
762031,762032,373272,thesaurusessay.com,com,273,300,thesaurusessay.com,com,767421,374611,272,299,76
764203,764204,374271,tornelo.com,com,272,320,tornelo.com,com,788785,384259,266,319,76
764810,764811,374537,gatsbytravel.com,com,272,308,gatsbytravel.com,com,770404,376008,271,303,76
764183,764184,24722,wdemo.net,net,272,321,wdemo.net,net,759061,24316,274,324,76
765096,765097,374667,aicaitou.com,com,272,304,aicaitou.com,com,763347,372581,273,307,76
764130,764131,1198,fatsaeskort.xyz,xyz,272,322,fatsaeskort.xyz,xyz,755530,1182,275,326,76
764663,764664,24743,rahesabz.net,net,272,311,rahesabz.net,net,773496,24910,270,309,76
773333,773334,3264,zeusbangkok.top,top,270,296,zeusbangkok.top,top,778537,3354,269,291,77
779589,779590,380828,groceryheadquarters.com,com,268,334,groceryheadquarters.com,com,742940,363821,278,354,77
777067,777068,25194,bullhornbiz.net,net,269,301,bullhornbiz.net,net,799230,25888,264,295,77
772611,772612,61228,ifvp.org,org,270,304,ifvp.org,org,763251,60241,273,309,77
771842,771843,61170,digipres.org,org,270,318,digipres.org,org,769578,60764,271,317,77
777574,777575,364,anahnu.club,club,269,295,anahnu.club,club,811877,383,261,285,77
777051,777052,379842,sneakerdistrict.com,com,269,301,sneakerdistrict.com,com,756621,369414,275,306,77
776901,776902,379762,wildseedcbd.com,com,269,303,wildseedcbd.com,com,777530,379427,269,303,77
772920,772921,378244,oceanhealthcenter.com,com,270,300,oceanhealthcenter.com,com,811098,393984,261,293,77
774850,774851,378776,stingrayboats.com,com,270,280,stingrayboats.com,com,782887,381901,268,276,77
785258,785259,383535,dawahfrontnigeria.com,com,267,294,dawahfrontnigeria.com,com,795081,386889,265,290,78
784827,784828,3838,olivestore.in,in,267,299,olivestore.in,in,781435,3802,268,301,78
787842,787843,3858,shobhituniversity.ac.in,in,266,309,shobhituniversity.ac.in,in,777306,3772,269,306,78
780018,780019,61711,aifestival.org,org,268,322,aifestival.org,org,809704,63710,261,321,78
786376,786377,384142,veganopoulous.com,com,266,664,veganopoulous.com,com,775489,378532,269,668,78
786275,786276,384051,polychemer.com,com,266,934,polychemer.com,com,771703,376674,270,939,78
788996,788997,385407,hellsheadbangers.com,com,266,293,hellsheadbangers.com,com,795184,386944,265,289,78
786351,786352,384121,gaolinboard.com,com,266,706,gaolinboard.com,com,754386,368443,275,706,78
786804,786805,384350,ibanknet.com,com,266,344,ibanknet.com,com,801485,389445,263,336,78
788050,788051,305,bff.fm,fm,266,305,bff.fm,fm,763171,296,273,310,78
792969,792970,209,buynoroxin.quest,quest,265,290,buynoroxin.quest,quest,811463,215,261,290,79
793064,793065,62787,etf2l.org,org,265,289,etf2l.org,org,816316,64204,260,284,79
790847,790848,386324,usadultsoccer.com,com,265,325,usadultsoccer.com,com,809725,393338,261,320,79
796662,796663,389179,robertshaw.com,com,264,290,robertshaw.com,com,778358,379811,269,293,79
792902,792903,387336,alphonsolabs.com,com,265,290,alphonsolabs.com,com,795265,386976,265,288,79
790300,790301,386134,dbjzchina.com,com,265,432,dbjzchina.com,com,791654,385726,265,431,79
793904,793905,387910,es2car.com,com,264,553,es2car.com,com,771843,376799,270,555,79
791049,791050,25804,ecaptain.net,net,265,320,ecaptain.net,net,880751,29043,245,287,79
790244,790245,386107,bjebhy.com,com,265,474,bjebhy.com,com,783142,382097,267,478,79
796911,796912,389290,rizone3.com,com,264,287,rizone3.com,com,803652,390440,263,290,79
800406,800407,231,redwap.vip,vip,263,290,redwap.vip,vip,849602,245,252,280,80
804086,804087,392781,vanguardgc.com,com,262,290,vanguardgc.com,com,815583,395992,260,291,80
809263,809264,395411,busbarmach.com,com,260,640,busbarmach.com,com,787027,383837,266,643,80
800688,800689,391087,america-digital.com,com,263,286,america-digital.com,com,811882,394377,261,285,80
800091,800092,720,caspertadis.site,site,263,293,caspertadis.site,site,810951,724,261,295,80
807808,807809,394586,ledproducts.com,com,261,290,ledproducts.com,com,807697,392386,262,288,80
801011,801012,391250,donutgames.com,com,263,282,donutgames.com,com,786564,383537,267,284,80
802942,802943,392170,ivoryvalentine.com,com,262,305,ivoryvalentine.com,com,776998,379162,269,311,80
807912,807913,394642,groundlabs.com,com,261,289,groundlabs.com,com,789953,384796,266,297,80
803481,803482,392440,guzmanygomez.com,com,262,296,guzmanygomez.com,com,760072,371061,274,306,80
810206,810207,395834,egetelgraf.com,com,260,313,egetelgraf.com,com,826492,401342,257,312,81
818869,818870,4017,viralo.in,in,258,297,viralo.in,in,843939,4080,253,296,81
817466,817467,399458,wholeintentions.com,com,258,374,wholeintentions.com,com,791700,385757,265,377,81
813636,813637,6206,oggipanesalamedomani.it,it,259,333,oggipanesalamedomani.it,it,847323,6424,252,328,81
813084,813085,3540,g8hr4uef.top,top,259,1165,g8hr4uef.top,top,812794,3594,260,1170,81
815841,815842,398546,familyofficegardens.com,com,259,286,familyofficegardens.com,com,836425,406242,255,283,81
813685,813686,397563,musee-du-chocolat.com,com,259,329,musee-du-chocolat.com,com,838759,407499,254,321,81
813935,813936,64366,surt.org,org,259,319,surt.org,org,793200,62499,265,323,81
817147,817148,399251,fsallglassrailing.com,com,258,652,fsallglassrailing.com,com,796047,387425,264,651,81
818913,818914,400025,peakeventservices.com,com,258,296,peakeventservices.com,com,798776,388219,264,300,81
824842,824843,402952,bookseer.com,com,257,277,bookseer.com,com,837139,406620,255,276,82
827803,827804,27277,cloudpay.net,net,256,292,cloudpay.net,net,785795,25435,267,296,82
820286,820287,36,glinka.museum,museum,258,282,glinka.museum,museum,849792,38,252,278,82
825941,825942,403592,alicensetogrill.com,com,256,378,alicensetogrill.com,com,874739,425719,246,363,82
820937,820938,401026,investchronicle.com,com,258,273,investchronicle.com,com,833108,404627,256,275,82
827294,827295,404074,k9vn.com,com,256,300,k9vn.com,com,826912,401520,257,302,82
823919,823920,27130,diamondfoods.net,net,257,287,diamondfoods.net,net,832190,27217,256,285,82
825543,825544,403319,liandahealth.com,com,256,721,liandahealth.com,com,855636,415872,250,714,82
827513,827514,404177,socinator.com,com,256,296,socinator.com,com,866767,421472,248,287,82
829291,829292,634,delteria.app,app,256,276,delteria.app,app,845881,642,253,273,82
832454,832455,27444,instaswap.net,net,255,295,instaswap.net,net,819098,26706,259,298,83
839010,839011,409253,wholesalecheapjerseysmake.com,com,254,279,wholesalecheapjerseysmake.com,com,841547,408872,254,275,83
833313,833314,406737,blogemploisindustrie.com,com,255,284,blogemploisindustrie.com,com,844775,410466,253,284,83
839963,839964,409696,drivenracingoil.com,com,254,266,drivenracingoil.com,com,837790,406950,255,265,83
833358,833359,406782,sofaworkshop.com,com,255,284,sofaworkshop.com,com,876479,426467,246,280,83
839321,839322,409383,meehaina.com,com,254,276,meehaina.com,com,832567,404352,256,281,83
838538,838539,408978,ontario-motorcycle-rides.com,com,254,283,ontario-motorcycle-rides.com,com,858193,417242,250,281,83
835158,835159,27547,landtrooper.net,net,254,530,landtrooper.net,net,842439,27597,253,532,83
839892,839893,409659,free-blackjack-online.com,com,254,268,free-blackjack-online.com,com,846058,411129,253,271,83
832704,832705,406434,rah-rahribbons.com,com,255,291,rah-rahribbons.com,com,811318,394105,261,291,83
847194,847195,2325,burr-ridge.gov,gov,252,309,burr-ridge.gov,gov,839220,2313,254,307,84
845587,845588,412236,rmzseo.com,com,252,435,rmzseo.com,com,851493,413862,251,435,84
848032,848033,412956,sargadelos.com,com,252,291,sargadelos.com,com,844203,410178,253,291,84
840248,840249,409815,eachlead.com,com,253,752,eachlead.com,com,846667,411378,252,755,84
847267,847268,412590,infowatch.com,com,252,307,infowatch.com,com,843447,409829,253,307,84
845378,845379,412107,7788ds.com,com,252,509,7788ds.com,com,800801,389277,263,514,84
842939,842940,410802,gogagnon.com,com,253,289,gogagnon.com,com,853179,414638,251,287,84
849200,849201,413541,centrodeempleos.com,com,252,278,centrodeempleos.com,com,854516,415328,251,274,84
848640,848641,413248,electroencephalography.com,com,252,283,electroencephalography.com,com,836670,406374,255,281,84
843947,843948,411321,donnafreedman.com,com,253,279,donnafreedman.com,com,881710,429170,245,275,84
854631,854632,416078,sherlockhr.com,com,251,272,sherlockhr.com,com,832968,404553,256,277,85
856640,856641,67340,grossepointecity.org,org,250,311,grossepointecity.org,org,847517,66629,252,316,85
857433,857434,417406,play24hrs.com,com,250,291,play24hrs.com,com,-1,-1,-1,-1,85
852696,852697,415087,imaginismstudios.com,com,251,293,imaginismstudios.com,com,831306,403673,256,295,85
850794,850795,414389,wcgspaq.com,com,251,521,wcgspaq.com,com,791530,385669,265,525,85
855315,855316,4259,156b.top,top,250,1159,156b.top,top,850980,4273,251,1162,85
852345,852346,414924,mytradesofhope.com,com,251,301,mytradesofhope.com,com,856838,416558,250,304,85
859847,859848,418650,panifol.com,com,250,262,panifol.com,com,864472,420359,249,262,85
856512,856513,416979,agentassociation.com,com,250,315,agentassociation.com,com,851842,414043,251,323,85
850781,850782,105,maxwin88go.website,website,251,570,maxwin88go.website,website,855769,106,250,569,85
868339,868340,422601,7vengroup.com,com,248,277,7vengroup.com,com,841101,408634,254,279,86
860683,860684,419172,prioritystay.com,com,249,426,prioritystay.com,com,865296,420897,248,426,86
861563,861564,419354,bdfbarbados.com,com,249,310,bdfbarbados.com,com,856632,416452,250,309,86
866511,866512,421752,basmetelriyadh.com,com,248,310,basmetelriyadh.com,com,955063,465090,230,284,86
862930,862931,419987,uscfsales.com,com,249,283,uscfsales.com,com,858085,417196,250,282,86
863350,863351,4322,sky-angebote.info,info,249,279,sky-angebote.info,info,827606,4082,257,291,86
862867,862868,327,anony.link,link,249,284,anony.link,link,876337,345,246,282,86
865349,865350,421190,hnsuperalloys.com,com,248,647,hnsuperalloys.com,com,842334,409257,253,647,86
864675,864676,420857,modernreaders.com,com,249,267,modernreaders.com,com,841689,408940,254,273,86
867787,867788,422325,classicmarvelforever.com,com,248,283,classicmarvelforever.com,com,871648,424011,247,282,86
875927,875928,841,dinnner.site,site,246,315,dinnner.site,site,851991,798,251,315,87
877393,877394,427114,refinelabs.com,com,246,281,refinelabs.com,com,881738,429198,245,275,87
871986,871987,424437,vlieseline.com,com,247,291,vlieseline.com,com,866260,421250,248,297,87
875455,875456,426276,earbudbooks.com,com,246,427,earbudbooks.com,com,874557,425608,246,427,87
877725,877726,427271,drywalldallas.com,com,246,277,drywalldallas.com,com,840906,408540,254,281,87
870914,870915,2,porno365.bingo,bingo,247,334,porno365.bingo,bingo,894138,3,242,336,87
875064,875065,28952,jojun.net,net,246,634,jojun.net,net,874169,28824,246,630,87
871768,871769,424337,noblepanacea.com,com,247,296,noblepanacea.com,com,861324,418843,249,306,87
876262,876263,426626,twelvestepjournaling.com,com,246,303,twelvestepjournaling.com,com,884883,430881,244,299,87
871164,871165,424112,cesarmanrique.com,com,247,314,cesarmanrique.com,com,904299,440483,240,310,87
880157,880158,428590,bsjmotoparts.com,com,245,455,bsjmotoparts.com,com,874308,425444,246,465,88
883596,883597,430288,skylinesocial.com,com,245,268,skylinesocial.com,com,887045,431923,244,269,88
885278,885279,29309,novenia.net,net,244,390,novenia.net,net,894049,29516,242,389,88
880384,880385,428736,hzpgw.com,com,245,425,hzpgw.com,com,884095,430532,244,425,88
881783,881784,429360,onsiteinstaller.com,com,245,287,onsiteinstaller.com,com,895698,436224,242,279,88
887926,887927,432399,all.com,com,244,271,all.com,com,886887,431820,244,270,88
888090,888091,432507,learndrawing.com,com,244,270,learndrawing.com,com,877931,427221,246,267,88
887882,887883,69551,anothereurope.org,org,244,272,anothereurope.org,org,877280,68827,246,273,88
889222,889223,433100,holtic.com,com,244,260,holtic.com,com,878570,427546,246,259,88
889363,889364,69664,openwengo.org,org,244,258,openwengo.org,org,898083,70391,242,258,88
898305,898306,6819,tradenet.it,it,242,264,tradenet.it,it,953554,7266,231,245,89
891150,891151,29485,cchs.net,net,243,293,cchs.net,net,909760,30087,239,293,89
891887,891888,24,parisculteurs.paris,paris,243,280,parisculteurs.paris,paris,910529,25,239,278,89
891730,891731,434326,irestorelaser.com,com,243,282,irestorelaser.com,com,915354,445835,238,279,89
899935,899936,438610,yuzhaiju.com,com,241,394,yuzhaiju.com,com,923803,450020,236,392,89
893430,893431,435235,zahanat.com,com,243,266,zahanat.com,com,887061,431939,244,269,89
899215,899216,438192,thecreativevan.com,com,242,252,thecreativevan.com,com,898344,437546,242,253,89
899333,899334,5091,ohnnatm.top,top,241,923,ohnnatm.top,top,883609,4948,244,928,89
896768,896769,6811,raceforthecure.it,it,242,277,raceforthecure.it,it,930608,7054,235,268,89
890267,890268,433750,heroesdelivering.com,com,243,368,heroesdelivering.com,com,-1,-1,-1,-1,89
901905,901906,439464,suntravel-syria.com,com,241,274,suntravel-syria.com,com,901369,438994,241,271,90
904585,904586,440858,culinarytuesdays.com,com,240,673,culinarytuesdays.com,com,943703,459625,232,668,90
904068,904069,4868,ghostwatch.io,io,241,256,ghostwatch.io,io,790837,4303,266,287,90
903723,903724,21,intothespiderverse.movie,movie,241,260,intothespiderverse.movie,movie,908236,20,240,251,90
903309,903310,440210,alaskashows.com,com,241,263,alaskashows.com,com,942703,459220,233,251,90
907803,907804,71081,filles-de-la-charite.org,org,240,266,filles-de-la-charite.org,org,887220,69542,244,268,90
900740,900741,438927,alanrinzler.com,com,241,293,alanrinzler.com,com,856922,416591,250,302,90
904437,904438,440795,carerightsproject.com,com,240,935,carerightsproject.com,com,908409,442495,239,917,90
908737,908738,5289,griffoncasino.top,top,240,259,griffoncasino.top,top,937515,6294,234,253,90
909674,909675,443266,animalfarmvet.com,com,239,513,animalfarmvet.com,com,898727,437763,241,510,90
914637,914638,445677,goodnesst.com,com,238,508,goodnesst.com,com,933661,454867,234,521,91
919481,919482,5769,imkqoc.top,top,237,698,imkqoc.top,top,928428,6022,235,707,91
915177,915178,445921,bookloverbookreviews.com,com,238,302,bookloverbookreviews.com,com,949608,462562,231,291,91
913579,913580,445171,orsnasco.com,com,239,258,orsnasco.com,com,942385,459082,233,254,91
913426,913427,1621,eversport.tv,tv,239,260,eversport.tv,tv,912883,1616,239,257,91
914563,914564,445631,bentleelogistics.com,com,238,619,bentleelogistics.com,com,898673,437716,241,618,91
914704,914705,445718,businessboostsystem.com,com,238,441,businessboostsystem.com,com,923680,449950,236,443,91
911349,911350,4908,snapscan.io,io,239,278,snapscan.io,io,900482,4833,241,281,91
917231,917232,71830,soldiersandsailorshall.org,org,238,267,soldiersandsailorshall.org,org,925979,72514,236,267,91
917857,917858,30453,burberry-outletstore.net,net,238,263,burberry-outletstore.net,net,912288,30174,239,262,91
927698,927699,209,acyclovirztab.monster,monster,236,263,acyclovirztab.monster,monster,936034,210,234,264,92
921074,921075,448659,boostinfinite.com,com,237,281,boostinfinite.com,com,925038,450551,236,278,92
928985,928986,452496,hansacanada.com,com,236,253,hansacanada.com,com,937653,456787,234,251,92
925952,925953,450978,tom71.com,com,236,284,tom71.com,com,929609,452820,235,285,92
924193,924194,450244,lordofwarthemovie.com,com,237,249,lordofwarthemovie.com,com,917723,447055,238,256,92
924436,924437,5880,cocinasousvide.top,top,236,875,cocinasousvide.top,top,918421,5725,237,879,92
925658,925659,450842,vitinhquangchinh.com,com,236,290,vitinhquangchinh.com,com,919533,447924,237,291,92
924876,924877,450529,eatinginsjersey.com,com,236,433,eatinginsjersey.com,com,933724,454910,234,435,92
921344,921345,448778,menolabs.com,com,237,276,menolabs.com,com,905703,441094,240,275,92
920907,920908,448607,skin-diver.com,com,237,285,skin-diver.com,com,919876,448075,237,284,92
931690,931691,453693,pappelina.com,com,235,273,pappelina.com,com,935334,455606,234,270,93
933694,933695,454790,winningtheweb.com,com,235,257,winningtheweb.com,com,922015,449150,237,260,93
930249,930250,453069,gzcxmy88.com,com,235,373,gzcxmy88.com,com,933833,454974,234,373,93
937321,937322,317,modafiniloverthecounter.space,space,234,267,modafiniloverthecounter.space,space,916182,304,238,269,93
933290,933291,30983,pienoismallit.net,net,235,260,pienoismallit.net,net,917556,30376,238,258,93
931039,931040,72831,tugofwar-twif.org,org,235,286,tugofwar-twif.org,org,909918,71270,239,290,93
937760,937761,7136,studiopoletti.it,it,234,263,studiopoletti.it,it,946247,7206,232,262,93
930936,930937,453360,stillwatercurrent.com,com,235,288,stillwatercurrent.com,com,944389,459995,232,290,93
938532,938533,457071,kingpine.com,com,234,258,kingpine.com,com,946329,460964,232,261,93
938931,938932,457259,adequit.com,com,234,255,adequit.com,com,932418,454237,235,254,93
940485,940486,457945,06tn2cww.com,com,233,472,06tn2cww.com,com,994382,483719,223,461,94
941493,941494,73597,waceinc.org,org,233,283,waceinc.org,org,955230,74722,230,281,94
948602,948603,74174,wichealth.org,org,232,259,wichealth.org,org,941920,73698,233,258,94
941615,941616,458465,merlotmommy.com,com,233,280,merlotmommy.com,com,-1,-1,-1,-1,94
941747,941748,458520,meta-guide.com,com,233,277,meta-guide.com,com,940032,457875,233,276,94
946268,946269,460728,wildwoodgrilling.com,com,232,293,wildwoodgrilling.com,com,-1,-1,-1,-1,94
949770,949771,462493,dominomagazin.com,com,232,250,dominomagazin.com,com,947597,461605,232,252,94
941366,941367,4255,farandaway.co,co,233,285,farandaway.co,co,972009,4391,227,279,94
945600,945601,460388,aifadai.com,com,232,616,aifadai.com,com,918505,447411,237,626,94
940652,940653,31266,amazingnews.net,net,233,367,amazingnews.net,net,943974,31355,232,367,94
958120,958121,466527,tncrimlaw.com,com,230,262,tncrimlaw.com,com,946223,460923,232,262,95
950441,950442,462838,tallysman.com,com,232,239,tallysman.com,com,938220,457073,234,241,95
954374,954375,464737,mymmjdoctor.com,com,231,253,mymmjdoctor.com,com,957717,466412,230,253,95
958308,958309,466609,dreambookdesign.com,com,230,260,dreambookdesign.com,com,-1,-1,-1,-1,95
957403,957404,466207,riamichelle.com,com,230,272,riamichelle.com,com,951113,463215,231,263,95
955303,955304,4321,superreplica.co,co,231,245,superreplica.co,co,942897,4267,233,249,95
951206,951207,463230,prestocoffee.com,com,231,297,prestocoffee.com,com,939122,457490,233,300,95
959589,959590,220,paxiltab.monster,monster,230,253,paxiltab.monster,monster,952366,215,231,255,95
954425,954426,294,vcc.live,live,231,253,vcc.live,live,952090,289,231,257,95
950022,950023,74268,mdic.org,org,232,248,mdic.org,org,969164,75788,228,249,95
960184,960185,75079,anthologize.org,org,230,249,anthologize.org,org,938027,73405,234,247,96
962963,962964,468892,justasmidgen.com,com,229,267,justasmidgen.com,com,978388,475953,226,264,96
966610,966611,7686,q01ia83z.top,top,228,737,q01ia83z.top,top,959277,7431,229,744,96
968996,968997,471789,icestoneusa.com,com,228,260,icestoneusa.com,com,-1,-1,-1,-1,96
962930,962931,75313,internationalprimatologicalsociety.org,org,229,268,internationalprimatologicalsociety.org,org,945442,73964,232,269,96
960381,960382,467766,optexamerica.com,com,230,247,optexamerica.com,com,992857,483083,224,242,96
961156,961157,7414,wq2i88i.top,top,229,734,wq2i88i.top,top,953986,7195,230,740,96
969939,969940,472303,carmelsiding.com,com,228,254,carmelsiding.com,com,968035,471225,228,256,96
962047,962048,468507,buecherstadt.com,com,229,285,buecherstadt.com,com,983298,478340,225,279,96
967351,967352,471087,satellitedc.com,com,228,297,satellitedc.com,com,977146,475457,226,298,96
977889,977890,476112,jdgeyin.com,com,227,235,jdgeyin.com,com,959163,467164,230,236,97
978658,978659,476230,theprariehomestead.com,com,226,568,theprariehomestead.com,com,-1,-1,-1,-1,97
972120,972121,7977,drpfvrvr.top,top,227,755,drpfvrvr.top,top,970609,8244,227,749,97
976268,976269,76257,arg.org,org,227,251,arg.org,org,985476,76952,225,253,97
972577,972578,473427,epinnovationtech.com,com,227,613,epinnovationtech.com,com,954181,464673,230,613,97
972134,972135,7991,rwbxgm.top,top,227,754,rwbxgm.top,top,970615,8250,227,749,97
978756,978757,7479,cronachepicene.it,it,226,434,cronachepicene.it,it,982584,7492,225,436,97
974591,974592,474331,friasproperties.com,com,227,262,friasproperties.com,com,931103,453561,235,264,97
977942,977943,1178,eduimportance.site,site,227,233,eduimportance.site,site,981853,1173,226,234,97
975690,975691,474985,willowgrovecpr.com,com,227,254,willowgrovecpr.com,com,990983,482083,224,254,97
989593,989594,58,albenza.boutique,boutique,225,238,albenza.boutique,boutique,981453,55,226,240,98
988945,988946,481352,freetoprankdirectory.com,com,225,244,freetoprankdirectory.com,com,-1,-1,-1,-1,98
988417,988418,32891,bertani.net,net,225,248,bertani.net,net,998377,33197,223,244,98
980042,980043,2522,sullivancountytn.gov,gov,226,270,sullivancountytn.gov,gov,995577,2539,223,267,98
987276,987277,480403,arlingtontxhardiesiding.com,com,225,253,arlingtontxhardiesiding.com,com,996684,484770,223,253,98
985501,985502,479580,thesimpsonian.com,com,225,276,thesimpsonian.com,com,-1,-1,-1,-1,98
985650,985651,479634,calmac.com,com,225,273,calmac.com,com,-1,-1,-1,-1,98
980650,980651,477167,comfortclean.com,com,226,260,comfortclean.com,com,952009,463692,231,257,98
984734,984735,479239,ytxcbyy.com,com,225,383,ytxcbyy.com,com,976867,475308,226,383,98
987376,987377,480503,pioneerohd.com,com,225,253,pioneerohd.com,com,996764,484850,223,253,98
991331,991332,32996,onlinecasino-sg.net,net,224,276,onlinecasino-sg.net,net,-1,-1,-1,-1,99
992085,992086,482830,kkr789.com,com,224,262,kkr789.com,com,995842,484351,223,262,99
992661,992662,483085,drunkshakespeare.com,com,224,255,drunkshakespeare.com,com,966772,470574,228,268,99
997501,997502,485620,mindark.com,com,223,268,mindark.com,com,960760,467771,229,276,99
997065,997066,77736,fnusa-icrc.org,org,223,277,fnusa-icrc.org,org,989280,77210,224,276,99
999388,999389,486612,batdorfcoffee.com,com,223,249,batdorfcoffee.com,com,-1,-1,-1,-1,99
998271,998272,485959,leaderfactor.com,com,223,256,leaderfactor.com,com,-1,-1,-1,-1,99
991117,991118,482395,anvilpublishing.com,com,224,280,anvilpublishing.com,com,983250,478318,225,280,99
998712,998713,486187,lanefinancialstrategies.com,com,223,252,lanefinancialstrategies.com,com,-1,-1,-1,-1,99
996914,996915,485353,falkland-malvinas.com,com,223,280,falkland-malvinas.com,com,-1,-1,-1,-1,99
